Test-User;Support Vector Machine;Random Forest
17;0,8667434715821813;0,9307219662058371
8;0,8539170506912444;0,9460829493087558
7;0,7401305683563749;0,8617127496159754
2;0,7025985663082438;0,7652457757296469
4;0,8484639016897083;0,9262672811059908
3;0,7435937718195781;0,7691244239631336
9;0,7970686123911931;0,8214285714285717
14;0,9043045664013404;0,9702764976958527
16;0,8417050691244239;0,9610983102918587
15;0,8544197737746126;0,9026113671274962
1;0,6714413722478239;0,7474654377880184
5;0,7936670856025695;0,8636328725038404
10;0,7755411255411258;0,8056707629288273
11;0,7579912023460411;0,846620583717358
19;0,9193199273844437;0,9944700460829492
20;0,9061862868314482;0,9944700460829492
12;0,8892089093701997;0,9520737327188941
6;0,7147022332506203;0,7456884513336126
13;0,9237746124842898;0,9774193548387098
18;0,9056835637480799;0,9347158218125958
Mean;0,8205230835472772;0,8858398501140436
Std.Dev.;0,005964737223964949;0,006963046956865648
Min;0,6714413722478239;0,7456884513336126
Max;0,9237746124842898;0,9944700460829492
