Test-User;Support Vector Machine;Random Forest
2;0,6472734254992321;0,6851661779081133
12;0,8967357910906298;0,9301843317972349
11;0,6984649758843307;0,6829074151654796
20;0,9377112135176651;0,965783410138249
4;0,8351766513056836;0,8282642089093701
15;0,8450844854070662;0,8574884792626728
5;0,7375610948191593;0,7596774193548388
14;0,9227342549923195;0,9091781874039939
3;0,712173579109063;0,6417795466182563
10;0,6912954429083462;0,6582821300563236
13;0,9527649769585254;0,9390552995391704
19;0,9315284178187405;0,9944700460829492
17;0,9048003072196621;0,9134280593958013
16;0,8736559139784946;0,9355990783410139
7;0,6533445049574083;0,6934715821812595
8;0,898809523809524;0,9222350230414748
18;0,9198540706605224;0,8977726574500767
1;0,6268363357073035;0,6095110087045571
6;0,6473886328725037;0,6388528138528138
9;0,7443455290229484;0,7005411255411255
Mean;0,8038769563769563;0,8081824000372387
Std.Dev.;0,013123672291052161;0,016458076830660376
Min;0,6268363357073035;0,6095110087045571
Max;0,9527649769585254;0,9944700460829492
