Test-User;Support Vector Machine;Random Forest
20;0,9120967741935483;0,985483870967742
13;0,8951612903225806;0,9725806451612904
10;0,7745967741935483;0,7952956989247313
9;0,7899769585253457;0,7899193548387098
17;0,8449500768049155;0,925
11;0,7965053763440859;0,8727726574500768
5;0,7475806451612904;0,8835253456221198
19;0,9467741935483872;0,9959677419354839
8;0,8436827956989248;0,9241935483870968
18;0,8617511520737327;0,9198924731182795
6;0,7689708141321043;0,7709677419354839
2;0,6983870967741935;0,7411290322580645
1;0,6215501792114695;0,6814132104454684
3;0,7942780337941628;0,7971006144393242
4;0,8233870967741934;0,8862903225806451
7;0,795142089093702;0,8423387096774194
12;0,8665898617511523;0,9382296466973887
14;0,8491935483870967;0,9373655913978495
16;0,8109447004608296;0,9387096774193548
15;0,8645161290322582;0,9089687194525904
Mean;0,815301779313876;0,8753572301354561
Std.Dev.;0,0052300389923367815;0,007177328677374464
Min;0,6215501792114695;0,6814132104454684
Max;0,9467741935483872;0,9959677419354839
