Test-User;Support Vector Machine;Random Forest
7;0,7956989247311828;0,8548387096774194
4;0,8548387096774194;0,8924731182795699
14;0,8763440860215054;0,9516129032258065
9;0,8225806451612904;0,8279569892473119
13;0,9032258064516129;0,946236559139785
5;0,7903225806451613;0,8978494623655914
18;0,8763440860215054;0,9086021505376344
17;0,8870967741935484;0,9301075268817204
12;0,8817204301075269;0,9301075268817204
2;0,7311827956989247;0,7526881720430108
8;0,8225806451612904;0,9301075268817204
15;0,8709677419354839;0,8924731182795699
6;0,7688172043010753;0,7634408602150538
16;0,8440860215053764;0,9247311827956989
11;0,7741935483870968;0,8602150537634409
10;0,7795698924731183;0,8064516129032258
19;0,9301075268817204;0,9946236559139785
3;0,7903225806451613;0,8279569892473119
1;0,6989247311827957;0,7365591397849462
20;0,9193548387096774;0,9731182795698925
Mean;0,8309139784946236;0,8801075268817204
Std.Dev.;0,003842857555786796;0,005226326742976066
Min;0,6989247311827957;0,7365591397849462
Max;0,9301075268817204;0,9946236559139785
