Test-User;Support Vector Machine;Random Forest
2;0,6989247311827957;0,7473118279569892
13;0,9032258064516129;0,9408602150537635
18;0,8817204301075269;0,9086021505376344
10;0,7903225806451613;0,7903225806451613
15;0,8870967741935484;0,9032258064516129
19;0,9247311827956989;0,9946236559139785
11;0,8010752688172043;0,8440860215053764
16;0,8548387096774194;0,9354838709677419
8;0,8387096774193549;0,9193548387096774
4;0,8333333333333334;0,8924731182795699
12;0,8602150537634409;0,9139784946236559
20;0,9354838709677419;0,9838709677419355
3;0,7473118279569892;0,8118279569892473
1;0,6935483870967742;0,7311827956989247
17;0,8763440860215054;0,9193548387096774
14;0,8978494623655914;0,9354838709677419
5;0,7688172043010753;0,8548387096774194
7;0,7849462365591398;0,8064516129032258
9;0,8010752688172043;0,8118279569892473
6;0,7795698924731183;0,7634408602150538
Mean;0,8279569892473118;0,8704301075268817
Std.Dev.;0,0046941842987628605;0,005786507110648631
Min;0,6935483870967742;0,7311827956989247
Max;0,9354838709677419;0,9946236559139785
