Test-User;Support Vector Machine;Random Forest
7;0,7043010752688172;0,7790322580645161
2;0,7087941628264209;0,7377496159754223
15;0,8651881720430108;0,8984848484848486
19;0,910752688172043;0,9959677419354839
13;0,9077188940092166;0,9588709677419356
20;0,928494623655914;0,9736559139784946
11;0,8069124423963134;0,8190092165898618
10;0,7807795698924731;0,8143049155145929
8;0,8405145929339478;0,9131720430107526
16;0,7894393241167434;0,9467741935483872
3;0,7451612903225806;0,7889592933947772
12;0,8769969278033793;0,9162442396313364
18;0,8975806451612902;0,9161290322580644
5;0,7015360983102917;0,8657834101382488
14;0,889516129032258;0,9693548387096775
1;0,6292242703533026;0,6921658986175114
4;0,8508064516129032;0,8922043010752687
6;0,7097926267281106;0,7126344086021505
17;0,8657834101382488;0,9137096774193548
9;0,7221582181259599;0,7830645161290323
Mean;0,8065725806451614;0,8643635665409859
Std.Dev.;0,0074924374920363555;0,008049264314937717
Min;0,6292242703533026;0,6921658986175114
Max;0,928494623655914;0,9959677419354839
