Test-User;Support Vector Machine;Random Forest
20;0,9193548387096774;0,978494623655914
18;0,8978494623655914;0,8978494623655914
15;0,8763440860215054;0,8924731182795699
4;0,8494623655913979;0,8978494623655914
13;0,9193548387096774;0,9516129032258065
5;0,7741935483870968;0,8763440860215054
7;0,7795698924731183;0,8118279569892473
14;0,9086021505376344;0,9408602150537635
11;0,7956989247311828;0,8333333333333334
17;0,8817204301075269;0,9193548387096774
8;0,8548387096774194;0,9193548387096774
1;0,6774193548387096;0,7580645161290323
9;0,8010752688172043;0,8279569892473119
16;0,8548387096774194;0,9354838709677419
12;0,8817204301075269;0,9086021505376344
19;0,9301075268817204;0,9946236559139785
6;0,7419354838709677;0,8064516129032258
10;0,7849462365591398;0,7473118279569892
3;0,8225806451612904;0,7688172043010753
2;0,7204301075268817;0,7526881720430108
Mean;0,8336021505376344;0,870967741935484
Std.Dev.;0,004921016880564228;0,005691409411492659
Min;0,6774193548387096;0,7473118279569892
Max;0,9301075268817204;0,9946236559139785
