Test-User;Support Vector Machine;Random Forest
12;0,8677035330261137;0,9334101382488479
19;0,9237327188940092;0,9944700460829492
7;0,7365079365079364;0,8529569892473119
1;0,6604070660522273;0,7350870455709168
15;0,8544197737746125;0,8983905879067169
6;0,7206674150222538;0,7727237815947494
4;0,8623655913978495;0,9131336405529953
8;0,8388318670576737;0,9526881720430107
9;0,7671915002560167;0,8482369780756879
11;0,7602988409440022;0,8541799598251211
16;0,8474654377880186;0,959562211981567
18;0,8874039938556069;0,9348694316436252
2;0,7318612391193037;0,7678955453149001
13;0,9107561793045663;0,9768433179723501
20;0,9321812596006145;0,982373271889401
17;0,8771121351766513;0,9147465437788018
10;0,7641355955872087;0,8005760368663597
5;0,7326780746135585;0,8867895545314901
3;0,8066087138667785;0,7944316436251919
14;0,8842584834520316;0,9442780337941628
Mean;0,8183293677648518;0,8858821465273078
Std.Dev.;0,005858943967654273;0,005884041142757559
Min;0,6604070660522273;0,7350870455709168
Max;0,9321812596006145;0,9944700460829492
