Test-User;Support Vector Machine;Random Forest
9;0,7829877112135177;0,8426651305683562
19;0,9262672811059908;0,9959677419354839
12;0,9133640552995392;0,9561059907834102
16;0,8416666666666667;0,967741935483871
17;0,8590629800307219;0,9415322580645161
7;0,7202188940092166;0,8537634408602152
1;0,6394137224782386;0,7433179723502304
5;0,7876920122887864;0,8836021505376344
6;0,721236559139785;0,7139016897081413
8;0,85;0,946236559139785
10;0,7828533026113672;0,8392089093701998
4;0,8344086021505376;0,9403225806451613
2;0,6919354838709677;0,7379032258064516
15;0,8627688172043011;0,9254032258064516
13;0,944758064516129;0,9814516129032259
11;0,7929915514592933;0,8053763440860215
14;0,8899193548387097;0,9750000000000001
20;0,9141129032258063;0,9919354838709677
3;0,7576612903225807;0,7620199692780337
18;0,9192780337941627;0,9293010752688172
Mean;0,8216298643113159;0,8866378648233486
Std.Dev.;0,00705934122528337;0,008195932056702323
Min;0,6394137224782386;0,7139016897081413
Max;0,944758064516129;0,9959677419354839
