Test-User;Support Vector Machine;Random Forest
13;0,9117511520737327;0,9551075268817205
6;0,6879800307219662;0,7168586789554532
11;0,7829109062980031;0,8218527440301634
12;0,8794930875576037;0,9214285714285715
1;0,6874807987711214;0,6695468509984639
3;0,7233870967741937;0,7815668202764977
5;0,7577060931899642;0,8573924731182795
19;0,9381720430107527;0,9959677419354839
7;0,7583717357910907;0,8120967741935484
2;0,6617511520737327;0,6910522273425499
14;0,9084677419354839;0,9518817204301075
9;0,7697388632872504;0,7623655913978495
15;0,8703533026113672;0,8980414746543779
4;0,859600614439324;0,9015360983102918
18;0,8811827956989247;0,9306451612903226
10;0,7518049155145929;0,7550691244239631
8;0,836347926267281;0,9118279569892472
16;0,8209677419354838;0,9685483870967743
17;0,8532834101382488;0,9155913978494624
20;0,9325268817204301;0,9637096774193549
Mean;0,8136639144905274;0,8591043499511242
Std.Dev.;0,007021475841530146;0,009598356300394116
Min;0,6617511520737327;0,6695468509984639
Max;0,9381720430107527;0,9959677419354839
